"Data from Open Data/DOT as of Summer 2021*
Some Open Streets have been Combined in this analysis",,,,,Transportation Alternatives' Data,,,,,,ACS 2014-2018 US Census Data,,,,,,,,,,,,,,,,,,,,,,,Data from Open Data/DOT,,,,,,,,,,,,,,,,
Manhattan,West 129th Street,Adam Clayton Powell Boulevard,Frederick Douglass Boulevard,Harlem,"2190 Adam Clayton Powell Jr Blvd, New York, NY 10027",1.0,100%,100%,Active,449.00,"46,718","9,363","37,355","7,803","26,132",31,"1,800",0,127,"1,462","19,758","2,498","1,972","1,897","1,562","1,571","2,601","2,065","2,589","1,385","1,618","$53,109","$84,393",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 138th Street,Lenox Avenue,Adam Clayton Powell Boulevard,Harlem,"125 W 138th St, New York, NY 10030",2.0,0%,0%,Non-operational,,"36,054","7,889","28,165","3,659","22,489",23,821,134,94,945,"16,288","1,868","1,933","1,982","1,474","1,482","2,649","1,681","1,812",712,695,"$42,980","$70,222",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 13th Street,9th Avenue,Washington Street,Meatpacking Business Improvement District,"35 9th Ave, New York, NY 10014",7.7,0%,0%,Active,241.07,"27,861","3,683","24,178","19,657","1,072",0,"2,583",0,26,840,"16,251","1,234",747,884,859,623,"1,409","1,302","2,319","1,896","4,978","$122,277","$205,581",Mix of Two Types,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,ALL,
Manhattan,West 143rd Street,Malcolm X Boulevard,5th Avenue,Charles Young Playground,"58 W 143rd St, New York, NY 10037",2.0,0%,0%,Non-operational,,"51,407","11,292","40,115","3,603","34,006",102,966,134,102,"1,202","22,782","2,428","2,764","2,741","2,190","2,688","3,785","2,492","2,149",840,705,"$41,820","$64,938",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 150th Street,St. Nicholas Place,Edgecombe Avenue,Hamilton Heights,"345 Edgecombe Ave, New York, NY 10031",3.5,0%,0%,Non-operational,,"46,330","17,394","28,936","6,767","19,150",81,"1,238",0,73,"1,627","18,486","1,567","1,372","1,968","2,063","2,595","2,929","2,412","1,867",598,"1,115","$47,586","$72,810",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 159th Street,Broadway,Edgecombe Avenue,Community League of the Heights,"575 W 159th St, New York, NY 10032",1.0,0%,0%,Active,880.27,"46,809","29,507","17,302","6,360","8,360",43,"1,399",83,132,925,"16,337","1,606","1,325","1,566","1,865","2,067","2,739","1,706","1,922",955,586,"$47,175","$68,600",Temporary Full Closure,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",
Manhattan,West 161st Street,Riverside Drive,Fort Washington Avenue,Community League of the Heights,"900 Riverside Dr, New York, NY 10032",1.0,80%,100%,Active,828.87,"40,186","26,229","13,957","6,264","4,661",68,"2,172",83,150,559,"13,880","1,532","1,114","1,172","1,530","1,689","2,051","1,416","1,920",982,474,"$48,994","$71,001",Temporary Full Closure,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",
Manhattan,West 164th Street,Saint Nicholas Avenue,Edgecombe Avenue,Community League of the Heights,"511 W 164th St, New York, NY 10032",2.0,0%,25%,Active,955.13,"45,305","32,937","12,368","5,687","4,742",0,"1,423",0,16,500,"14,145","1,166","1,064","1,421","1,628","1,856","2,775","1,517","1,737",644,337,"$49,396","$65,921",Temporary Full Closure,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",
Manhattan,West 21st Street,9th Avenue,10th Avenue,Chelsea,"421 W 21st St, New York, NY 10011",9.8,71%,71%,Active,831.00,"37,679","5,668","32,011","23,385","2,431",0,"5,100",0,264,831,"21,506","1,626",932,"1,548",950,"1,104","2,349","1,730","2,853","2,098","6,316","$108,061","$181,445",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 22nd Street,8th Avenue,7th Avenue,Chelsea,"275 W 22nd St, New York, NY 10011",8.6,0%,0%,Active,828.38,"47,815","7,521","40,294","30,234","2,734",36,"6,066",0,264,960,"26,640","2,281","1,212","1,807","1,206","1,511","2,996","2,188","3,676","2,552","7,211","$101,512","$175,826",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 22nd Street,5th Avenue,6th Avenue,Flatiron 23rd Street Partnership,"935 Broadway, New York, NY 10010",3.0,14%,57%,Active,826.00,"36,582","3,415","33,167","26,062","1,091",27,"4,955",0,138,894,"20,599","1,139",803,811,611,786,"2,010","1,364","2,989","2,450","7,636","$146,244","$236,739",Temporary Full Closure,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,5:00 PM,11:00 PM,12:00 PM,11:00 PM,11:00 AM,11:00 PM,ALL,
Manhattan,West 25th Street,8th Avenue,9th Avenue,Chelsea,"331 W 25th St, New York, NY 10001",1.7,0%,0%,Non-operational,,"36,209","5,135","31,074","23,003","2,043",36,"5,134",0,264,594,"19,994","1,565",995,"1,461",749,"1,321","2,272","1,745","2,665","1,801","5,420","$98,410","$173,291",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 46th Street,8th Avenue,9th Avenue,Times Square Alliance,"305 W 46th St, New York, NY 10036",7.6,0%,0%,Active,,"30,227","6,411","23,816","15,407","1,671",38,"6,015",20,135,530,"18,108","1,602","1,361","1,185","1,311","1,498","1,810","1,827","2,442","1,676","3,396","$78,927","$123,265",Temporary Full Closure,5:00 PM,11:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,ALL,
Manhattan,West 46th Street,6th Ave,7th Ave,Times Square Alliance,"165 W 46th St, New York, NY 10036",3.0,0%,40%,Non-operational,,"9,326","1,220","8,106","4,787",684,0,"2,419",14,5,197,"5,981",542,467,463,266,411,385,444,925,603,"1,475","$100,694","$143,996",,,,,,,,,,,,,,,,,
Manhattan,West 92nd Street,Riverside Drive,West End Avenue,West Side Montessori School,"200 Riverside Dr, New York, NY 10025",3.0,50%,100%,Active,564.23,"26,941","4,384","22,557","19,711",919,35,"1,626",0,0,266,"13,280",836,223,637,739,"1,416","1,285","1,085","1,738","1,431","3,890","$111,639","$180,532",Temporary Full Closure,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",
Queens,107th Avenue,159th Street,160th Street,Jamaica,"106-24 159th St, Jamaica, NY 11433",4.0,0%,0%,Non-operational,,"17,641","4,309","13,332",704,"7,988",6,"2,478",0,"1,707",449,,311,467,732,426,622,770,555,611,337,84,"$46,973","$66,174",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,108th Avenue,159th Street,160th Street,Jamaica,"108-09 159th St #4d, Jamaica, NY 11433",5.0,0%,0%,Non-operational,,"16,005","3,056","12,949",326,"9,276",6,"1,706",0,"1,447",188,"4,519",305,401,656,436,580,690,558,631,207,55,"$45,442","$63,496",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,109th Avenue,159th Street,160th Street,Jamaica,"108-09 159th St #4d, Jamaica, NY 11433",3.0,0%,0%,Non-operational,,"16,005","3,056","12,949",326,"9,276",6,"1,706",0,"1,447",188,"4,519",305,401,656,436,580,690,558,631,207,55,"$45,442","$63,496",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,120th Street,94th Avenue,101st Avenue,South Richmond Hill,"9413 120th St, South Richmond Hill, NY 11419",1.0,0%,0%,Non-operational,,"17,248","5,197","12,051",844,"1,371",39,"6,580",19,"2,291",907,"4,287",255,172,323,459,383,821,606,620,338,310,"$68,030","$89,389",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,155th Street,119th Avenue,125th Avenue,Baisley Pond Park,"120-14 155th St, Jamaica, NY 11434",5.0,0%,0%,Non-operational,,"11,671","1,600","10,071",123,"8,569",0,505,0,479,395,"3,307",162,157,126,245,630,596,483,560,193,155,"$65,466","$86,997",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,159th Street,108th Avenue,109th Avenue,Jamaica,"108-09 159th St #4d, Jamaica, NY 11433",2.0,0%,0%,Non-operational,,"16,005","3,056","12,949",326,"9,276",6,"1,706",0,"1,447",188,"4,519",305,401,656,436,580,690,558,631,207,55,"$45,442","$63,496",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,165th Street,Chapin Parkway,85th Avenue,Jamaica Hills,"84-20 165th St, Queens, NY 11432",6.0,0%,50%,Non-operational,,"15,439","2,959","12,480","2,385","1,781",76,"7,268",22,218,730,"3,597",173,102,402,357,456,623,436,574,260,214,"$61,636","$87,430",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,169th Street,Northern Boulevard,43rd Avenue,Plaut Triangle,"168-19 43rd Ave, Flushing, NY 11358",6.0,50%,50%,Non-operational,,"15,551","3,383","12,168","4,064",104,121,"7,717",0,34,128,"5,507",318,260,525,487,805,971,449,877,433,382,"$60,133","$81,348",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,31st Avenue,33rd Street,35th Street,31st Ave Open Street Collective,"32-18 31st Ave, Astoria, NY 11106",6.0,0%,50%,Active,495.00,"35,775","7,805","27,970","19,987",716,24,"6,058",0,171,"1,014","16,986","1,146",448,"1,209",995,"1,626","2,867","2,355","3,372","1,711","1,257","$77,144","$94,424",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:00 PM,11:00 PM,12:00 PM,11:00 PM,"S,U",
Queens,34th Avenue,72nd Street,73rd Street,Fresh Air Fund,"71-19 34th Ave, Flushing, NY 11372",9.3,46%,77%,Active,"6,800.00","109,900","66,097","43,803","15,686","3,442",67,"22,758",86,214,"1,550","37,900","1,938","1,746","3,644","4,121","5,424","7,396","4,624","4,969","2,218","1,820","$57,155","$74,393",Temporary Full Closure,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,N/A,N/A,N/A,N/A,N/A,N/A,"M,T,W,R",
Queens,35th Avenue,Corbett Road,Dead End,Crocheron Park,"32 35th Ave, Queens, NY 11361",3.0,0%,0%,Non-operational,,"9,236","1,389","7,847","4,275",146,0,"3,319",0,19,88,"3,259",150,79,206,181,243,392,497,661,329,521,"$94,039","$119,164",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,37th Street,Starr Avenue,Bradley Avenue,Blissville Civic Association,"36-19 Starr Ave, Long Island City, NY 11101",7.0,100%,100%,Active,421.63,773,339,434,174,195,0,65,0,0,0,176,9,16,25,32,28,25,22,11,4,4,"$36,250","$54,810",Temporary Limited Local Access,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:00 AM,8:00 PM,10:00 AM,8:00 PM,"S,U",
Queens,39th Avenue,45th Street,Woodside Avenue,Sunnyside Woodside Open Streets,"49-08 39th Ave, Flushing, NY 11377",2.0,0%,0%,Active,"2,274.65","27,331","9,700","17,631","9,720",301,125,"6,740",0,105,640,"11,117",326,458,744,"1,171","1,620","2,232","1,500","1,713",726,627,"$61,872","$82,602",Temporary Limited Local Access,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,
Queens,41st Avenue,Bell Boulevard,214th Place,Bayside Village Business Improvement District,"21417 41st Ave, Flushing, NY 11361",7.0,100%,100%,Active,382.00,"12,316","1,691","10,625","5,758",211,0,"4,524",0,19,113,"4,875",161,128,362,344,385,715,731,"1,079",463,507,"$86,713","$103,053",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:30 PM,11:00 PM,N/A,N/A,N/A,N/A,F,
Queens,60th Street,Queens Boulevard,43rd Avenue,Woodside,"4314 60th St, Woodside, NY 11377",1.0,0%,100%,Non-operational,,"27,959","10,273","17,686","6,251",246,39,"10,617",0,29,504,"10,279",461,542,682,"1,203","1,754","2,302","1,419","1,109",559,248,"$55,384","$68,461",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,60th Street,Laurel Hill Boulevard,47th Avenue,Maspeth,"59-45 48th Ave, Flushing, NY 11377",3.0,0%,0%,Non-operational,,"16,945","5,122","11,823","4,981",124,39,"6,327",0,24,328,"6,136",209,204,539,596,860,"1,624",812,784,328,180,"$59,692","$72,123",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,66th Road,110th Street,Grand Central Parkway,Forest Hills,"110-7 66th Rd, Forest Hills, NY 11375",4.5,0%,0%,Non-operational,,"15,534","2,580","12,954","7,314",341,82,"4,566",0,0,651,"6,779",351,328,569,430,578,"1,177",779,"1,146",722,699,"$74,081","$99,780",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,68th Road,108th Street,Yellowstone Boulevard,Yellowstone Park,"6836 108th St, Queens, NY 11375",4.0,0%,0%,Non-operational,,"39,855","6,502","33,353","19,748","1,053",68,"10,829",0,39,"1,616","18,720","1,125",776,"1,303","1,258","1,359","2,995","2,632","3,609","1,888","1,775","$80,167","$101,081",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,77th Street,Atlantic Avenue,101st Avenue,Ozone Park,"95-24 77th St, Jamaica, NY 11416",1.0,0%,0%,Non-operational,,"36,165","17,423","18,742","3,096","3,999",35,"10,673",0,401,538,"9,970","1,026",283,859,811,"1,096","1,687","1,591","1,539",715,363,"$61,948","$75,437",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,99th Street,Horace Harding,66th Avenue,Rego Park,"62-60 99th St, Rego Park, NY 11374",1.0,0%,0%,Non-operational,,"51,092","17,125","33,967","12,976","7,838",190,"11,627",0,86,"1,250","20,054","2,022","1,249","2,280","1,712","3,042","2,948","2,426","2,705","1,072",598,"$48,127","$65,717",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,Y
Queens,Barron Street,116th Avenue,Foch Boulevard,Baisley Pond Park,"155 Barron St, Jamaica, NY 11434",7.0,0%,0%,Non-operational,,"16,826","1,585","15,241",91,"13,307",0,606,0,775,462,"5,040",261,318,383,412,758,928,774,753,285,168,"$60,789","$73,761",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Barton Avenue,150th Street,149th Place,Asian American Federation,"40-17 149th Pl, Flushing, NY 11354",8.0,100%,100%,Active,216.68,"27,785","5,803","21,982","2,969",765,28,"18,015",40,13,152,"9,262",977,509,"1,425","1,144","1,106","1,423","1,004","1,052",294,328,"$40,475","$61,252",Temporary Limited Local Access,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,9:00 PM,ALL,
Queens,Beach 12th Street,Central Avenue,Dinsmore Avenue,Jewish Community Council of the Rockaway Peninsula,"1204 B 12th St, Far Rockaway, NY 11691",3.0,0%,0%,Non-operational,,"24,133","6,913","17,220","10,016","6,500",0,379,0,41,284,"6,845",901,653,704,721,788,"1,022",562,817,292,385,"$41,382","$66,441",Temporary Limited Local Access,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:00 AM,8:00 PM,N/A,N/A,S,
Queens,Bell Boulevard,38th Avenue,41st Avenue,Bayside Village Business Improvement District,"3805 Bell Blvd, Queens, NY 11361",2.0,0%,0%,Non-operational,,"11,313","1,510","9,803","5,555",228,0,"3,902",0,19,99,"4,095",174,106,254,259,269,500,651,818,431,633,"$93,644","$117,327",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:30 PM,11:00 PM,12:00 PM,9:00 PM,"S,U",
Queens,Court Square West,Jackson Avenue,Dead End,Court Square,"30 Ct Square E, Queens, NY 11101",4.0,0%,100%,Non-operational,,"18,283","2,109","16,174","9,916",581,0,"4,779",0,144,754,"8,741",361,92,285,170,407,887,835,"1,869","1,235","2,600","$136,184","$165,593",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Dieterle Crescent,Alderton Street,65th Drive,Painter's Playground,"631-06 Alderton St, Flushing, NY 11374",3.0,0%,0%,Non-operational,,"14,484","2,101","12,383","6,702",232,0,"4,876",0,36,537,"5,960",219,187,393,467,514,967,733,"1,125",469,886,"$82,947","$113,361",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Ditmars Boulevard,33rd Street,36th Street,Nino's AQ,"3302 Ditmars Blvd, Queens, NY 11105",7.4,40%,60%,Active,504.23,"26,818","5,860","20,958","16,307",577,208,"3,269",0,59,538,"11,277",541,282,738,"1,099","1,056","1,962","1,528","2,328",906,837,"$74,504","$94,650",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00 PM,9:00 PM,12:00 PM,9:00 PM,12:00 PM,9:00 PM,"F,S,U",
Queens,East Main Drive,Metropolitan Avenue,Overlook Parking Lot,Forest Park,"9610 Metropolitan Ave, Forest Hills, NY 11375",9.7,67%,100%,Active,"1,584.00","14,696","2,704","11,992","8,254",494,0,"2,679",0,74,491,"6,300",352,149,527,566,409,"1,242",883,910,594,668,"$73,277","$109,536",Temporary Full Closure,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,
Queens,Freedom Drive,Park Lane South,Myrtle Avenue,Forest Park,"84-5 102nd St, Richmond Hill, NY 11418",9.7,100%,100%,Active,"1,548.83","14,651","6,432","8,219","5,031",563,1,"2,124",0,136,364,"4,838",289,227,329,401,492,806,654,914,400,326,"$70,514","$85,105",Temporary Full Closure,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,
Queens,122nd Avenue/Lakeview Ln/Lakeview Blvd,Lakeview Boulevard East,Lakeview Lane,Baisley Pond Park,"121-05 Lakeview Blvd E, Queens, NY 11434",6.0,0%,0%,Non-operational,,"35,079","2,336","32,743",286,"30,206",0,"1,006",0,708,537,"13,089",864,624,"1,200",950,"1,834","2,889","1,697","2,206",534,291,"$58,346","$69,456",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Meadow Lake Drive,Model AirPlane Field/Van Wyck Blvd On Ramp,Meadow Lake Bridge Parking Lot,Flushing Meadows,"30 Meadow Lake Trail, Queens, NY 11367",10.0,67%,67%,Active,"9,290.00","48,180","9,028","39,152","21,270","1,703",82,"14,503",0,126,"1,468","18,492","1,085",845,"1,521","1,219","1,759","3,244","2,403","2,978","1,889","1,549","$71,831","$94,469",Temporary Full Closure,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,
Queens,Newtown Avenue,,,,,1.0,0%,0%,Non-operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens,Onderdonk Avenue,Starr Street,DeKalb Avenue,Ridgewood,"268 Onderdonk Ave, Ridgewood, NY 11385",1.0,0%,0%,Non-operational,,"29,744","16,310","13,434","8,213","1,810",47,"2,700",4,212,448,"10,290",876,572,966,877,"1,279","1,789","1,054","1,829",658,390,"$58,431","$76,405",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Peck Avenue,137th Street,Main Street,Flushing,"137-4 Peck Ave, Flushing, NY 11355",2.0,0%,0%,Non-operational,,"29,312","3,981","25,331","2,501",926,147,"21,141",0,210,406,"10,055","1,196",867,"1,057","1,516","1,196","1,314",947,"1,115",461,386,"$38,312","$59,687",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Reads Lane,Empire Avenue,Jarvis Avenue,Kesher Bridging Communities,"10-48 Reads Ln, Far Rockaway, NY 11691",8.0,2.0,0%,Non-operational,,"24,133","6,913","17,220","10,016","6,500",0,379,0,41,284,"6,845",901,653,704,721,788,"1,022",562,817,292,385,"$41,382","$66,441",Temporary Limited Local Access,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:00 PM,9:00 PM,8:00 AM,8:00 PM,12:00 PM,8:00 PM,"F,S,U",
Queens,Rockaway Freeway,Ocean Crest Boulevard,Regina Avenue,Far Rockaway,"23-60 Beach Channel Dr, Far Rockaway, NY 11691",1.0,0%,0%,Non-operational,,"21,934","4,905","17,029","3,507","12,340",0,597,0,178,407,"6,524",527,404,281,646,755,"1,258",796,934,680,243,"$59,804","$76,365",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Roosevelt Avenue,155th Street,Northern Boulevard,Flushing,"155-14 Roosevelt Ave, Flushing, NY 11354",1.0,0%,0%,Non-operational,,"15,318","3,383","11,935","2,507",221,28,"8,984",0,13,182,"5,134",442,292,564,598,726,843,525,622,244,278,"$48,333","$70,174",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Queens,Shore Boulevard,20th Avenue,Astoria Park South,Astoria Park,"18-5 Ditmars Blvd, Astoria, NY 11105",8.9,67%,83%,Active,"4,890.27","25,663","6,639","19,024","13,808",953,0,"3,693",0,76,494,"10,520",512,464,878,892,"1,148","1,731","1,377","1,961",719,838,"$69,710","$91,359",Temporary Limited Local Access,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,
Queens,Skillman Avenue,39th Place,43rd Street,Sunnyside Woodside Open Streets,"39-32 Skillman Ave, Long Island City, NY 11104",1.0,0%,0%,Active,993.20,"14,703","4,810","9,893","6,212",194,0,"3,101",0,71,315,"6,702",377,380,438,542,881,"1,301",886,"1,090",348,459,"$64,146","$82,920",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
